"ntree","mtry","nodesize","RMSE","MAE","rmse_van","mae_van","rmse_nyc","mae_nyc"
150,5,31,4.530341793424,3.62498213451937,3.78805709920721,3.78805709920721,5.4592684111126,5.38329843390147
160,5,31,4.54152327847038,3.67771382506967,2.59095750727059,2.59095750727059,4.92287038447104,4.88415422096147
170,5,31,4.70652929289357,3.79477712295316,3.49870113309112,3.49870113309112,5.13990331588903,5.05171854859351
180,5,31,4.525152376602,3.66039159574719,1.72172774133352,1.72172774133352,5.44286238421406,5.32973927385677
190,5,31,4.59559229465204,3.71934868820937,3.06754652965307,3.06754652965307,5.19307321288785,5.06437563830106
200,5,31,4.60665045517379,3.70972761806858,2.77549178080628,2.77549178080628,5.15722144291973,5.09390815102169
210,5,31,4.5729644011243,3.68804574976137,2.99469070733358,2.99469070733358,5.07016298077519,4.97988141447249
220,5,31,4.57990303528069,3.6490414906911,3.07398862872991,3.07398862872991,5.25779728648298,5.12529267665707
230,5,31,4.59431084279772,3.69945993369042,2.34659400792752,2.34659400792752,5.29649967055245,5.19470033503177
240,5,31,4.61363799956163,3.7019191428161,2.13650665490587,2.13650665490587,4.95459397237875,4.89396421743788
250,5,31,4.63187382298418,3.75063042998296,2.59828654735995,2.59828654735995,5.21535014093302,5.11435764404654
260,5,31,4.53028736767739,3.65186196517418,2.98580677522847,2.98580677522847,5.23856770374863,5.15823362299852
270,5,31,4.58294747914817,3.69823949558328,3.18038336872424,3.18038336872424,5.20780184676868,5.12090267961982
280,5,31,4.56465362449365,3.65101346888822,3.25482564319334,3.25482564319334,5.30309342173035,5.22417720654675
290,5,31,4.57046996355755,3.67603190359867,2.64177869656758,2.64177869656758,5.16154395899611,5.05044811365291
300,5,31,4.60698185480732,3.72021222613065,2.65722716710243,2.65722716710243,5.21481589825879,5.13216226913943
10,15,31,4.57702530874766,3.77502915439247,0.649968283841844,0.649968283841844,6.1928974407251,6.17531618205672
20,15,31,4.37450808544962,3.50408765397796,1.58647137407397,1.58647137407397,5.17887892525924,5.15653707987735
30,15,31,4.52534073247104,3.67420740457624,1.86628398333279,1.86628398333279,5.95923505549954,5.78555888110353
40,15,31,4.55888257749628,3.59828759721761,0.0977346092599447,0.0977346092599447,4.94628900855424,4.84874602508624
50,15,31,4.3508830298151,3.4905140146073,1.00385409607253,1.00385409607253,5.16336645030313,5.11753820864826
60,15,31,4.49253957324778,3.66838716847167,3.13612876201445,3.13612876201445,5.57446640121837,5.46788086642221
70,15,31,4.46823321170974,3.62746131312872,0.240574984275298,0.240574984275298,5.71562066443406,5.71174933303299
80,15,31,4.40480818808591,3.56740595231568,1.52210297438518,1.52210297438518,5.42513047875369,5.35104114483119
90,15,31,4.34915000242018,3.51994327056048,0.103086274010138,0.103086274010138,5.22096422488692,5.20893202436961
100,15,31,4.34299130482292,3.53105539123326,1.11299512852025,1.11299512852025,5.95099040756409,5.91445489610983
110,15,31,4.31712255253903,3.46928313026995,1.21685147585326,1.21685147585326,5.8481724061924,5.7569572642458
120,15,31,4.33884598794496,3.47535157999381,0.796240882691308,0.796240882691308,5.54157994292175,5.45190522978849
