"ntree","mtry","nodesize","RMSE","MAE"
180,5,6,4.07738631898229,3.30267857142857
190,5,6,4.24600186334487,3.46703634085213
200,5,6,4.17681416084392,3.44233928571429
210,5,6,4.1293552528012,3.38428571428572
220,5,6,4.33119533158886,3.40617424242423
230,5,6,4.19218033761214,3.37586438923396
240,5,6,4.10541987747207,3.38348214285714
250,5,6,4.21772218443551,3.38695714285715
260,5,6,4.09383326163197,3.36251831501831
270,5,6,4.24202960776238,3.34792768959436
280,5,6,4.19491193317034,3.36272534013605
290,5,6,4.14860226257207,3.39091543513958
300,5,6,4.05383016483066,3.3182380952381
10,15,6,4.36946625086638,3.51309523809524
20,15,6,3.94403222960647,3.25970238095238
30,15,6,3.93746986495005,3.3161507936508
40,15,6,4.25424645172607,3.48291666666667
50,15,6,4.04444704364996,3.39833333333333
60,15,6,3.86068882582844,3.31563492063492
70,15,6,4.25192792073007,3.68482993197279
80,15,6,4.27198761949355,3.65846726190476
90,15,6,4.15437887799656,3.53747354497354
100,15,6,4.2954004719334,3.55811904761904
110,15,6,4.14654205406934,3.48188311688312
120,15,6,4.23859093382836,3.51090277777777
130,15,6,4.09334816033717,3.45705128205128
140,15,6,4.21540792869498,3.44125
150,15,6,4.25529945321219,3.57954761904762
160,15,6,4.18202514726685,3.53948660714286
170,15,6,4.07531110253785,3.44291316526611
180,15,6,4.06090599910399,3.43097883597884
190,15,6,4.16129192727466,3.48618421052632
200,15,6,4.09792192793862,3.5331130952381
210,15,6,4.08280673460836,3.47787981859409
220,15,6,4.10509334474232,3.45132034632036
230,15,6,4.09935516515113,3.42601966873705
240,15,6,4.16196423344205,3.51349206349207
250,15,6,4.13823097627668,3.45650952380952
260,15,6,4.17030177487792,3.52559065934067
270,15,6,4.2256358583682,3.52435185185186
280,15,6,4.31760255800396,3.64102040816326
290,15,6,4.21885778556873,3.56540229885058
300,15,6,4.26536888385846,3.56128174603174
10,25,6,4.52338388661788,3.54226190476191
20,25,6,4.20560648925459,3.66553571428571
30,25,6,4.43469629365205,3.66507936507936
40,25,6,4.16243941516518,3.44797619047619
50,25,6,4.40270005269133,3.75321428571428
60,25,6,3.99492455017564,3.35176587301587
70,25,6,4.27287047838341,3.58952380952381
80,25,6,4.15923904855751,3.55434523809523
90,25,6,4.06368418909645,3.32579365079365
100,25,6,4.33529765002193,3.6857619047619
110,25,6,4.18245326185677,3.54912337662337
120,25,6,4.43443496113631,3.66760912698413
130,25,6,4.19744133250077,3.58123626373626
140,25,6,4.21287388891136,3.61488095238095
150,25,6,4.32426757069075,3.6977619047619
160,25,6,4.21791380335393,3.52990327380952
170,25,6,4.22944381368133,3.66798319327731
180,25,6,4.25322882329183,3.55429894179894
190,25,6,4.11856032711622,3.63
200,25,6,4.24596420080806,3.5998869047619
210,25,6,4.17934522017789,3.56175736961452
220,25,6,4.17082146723095,3.50260281385282
230,25,6,4.27517676545793,3.57663561076604
240,25,6,4.08732668000177,3.50218253968255
250,25,6,4.16134391146944,3.60803333333333
260,25,6,4.21693932735003,3.58880952380953
270,25,6,4.18341132906642,3.50205467372135
280,25,6,4.23983603086303,3.5976743197279
290,25,6,4.21869623516202,3.57685960591135
300,25,6,4.19165255051953,3.57632936507936
10,35,6,4.02211924909844,3.64785714285714
20,35,6,3.96534336045062,3.43791666666667
30,35,6,3.71750871603442,3.20321428571428
40,35,6,3.97213088091506,3.38214285714286
50,35,6,4.4443996853897,3.71278571428571
60,35,6,4.2380994351348,3.67041666666667
70,35,6,4.0928313214233,3.5590306122449
80,35,6,4.26811891381906,3.58238095238095
90,35,6,4.46319264156853,3.88994708994708
100,35,6,4.04591052032693,3.54955952380952
110,35,6,4.21736621454864,3.57785714285714
120,35,6,4.31739597313784,3.75910714285715
130,35,6,4.33579506296985,3.78682234432235
140,35,6,4.22192589027704,3.61873299319728
150,35,6,4.21342789182956,3.52195238095239
160,35,6,4.07211554963795,3.45790178571429
170,35,6,4.15967444249756,3.58379551820728
180,35,6,4.13537003769819,3.59281084656084
190,35,6,4.25858966775585,3.6624686716792
200,35,6,4.37662392491732,3.66554761904762
210,35,6,4.32438547799162,3.70861678004536
220,35,6,4.15907420932192,3.62155303030303
230,35,6,4.31674517337884,3.67417184265011
240,35,6,4.2865521345822,3.57191468253969
250,35,6,4.20050887691947,3.54744285714285
260,35,6,4.145819735171,3.56562271062272
270,35,6,4.16805957314119,3.6152160493827
280,35,6,4.12250139335288,3.5504506802721
290,35,6,4.22522287668161,3.59969211822662
300,35,6,4.18071789446445,3.6325992063492
10,45,6,3.89866073870959,3.45619047619048
20,45,6,3.91074799126592,3.43827380952381
30,45,6,4.48793410303979,3.75412698412699
40,45,6,4.21504321573526,3.54291666666666
50,45,6,3.97570271516433,3.38209523809524
60,45,6,4.18270200921409,3.54099206349206
70,45,6,4.2552638594385,3.74295918367347
80,45,6,4.51395149346085,3.93776785714285
